합체,형태소,품사,분류,카운트,상대빈도,시각화용,,
contacting_Alpha,contacting,Alpha,교촌 After,2,0.01%,contacting contacting ,,
continuam_Alpha,continuam,Alpha,교촌 After,2,0.01%,continuam continuam ,,
contributing_Alpha,contributing,Alpha,교촌 After,1,0.00%,contributing ,,
convenience_Alpha,convenience,Alpha,교촌 After,1,0.00%,convenience ,,
cook_Alpha,cook,Alpha,교촌 After,2,0.01%,cook cook ,,
cool_Alpha,cool,Alpha,교촌 After,4,0.01%,cool cool cool cool ,,
cor_Alpha,cor,Alpha,교촌 After,1,0.00%,cor ,,
coraz_Alpha,coraz,Alpha,교촌 After,2,0.01%,coraz coraz ,,
coreano_Alpha,coreano,Alpha,교촌 After,2,0.01%,coreano coreano ,,
coreba_Alpha,coreba,Alpha,교촌 After,2,0.01%,coreba coreba ,,
corn_Alpha,corn,Alpha,교촌 After,2,0.01%,corn corn ,,
coronaviruz_Alpha,coronaviruz,Alpha,교촌 After,2,0.01%,coronaviruz coronaviruz ,,
corpo_Alpha,corpo,Alpha,교촌 After,2,0.01%,corpo corpo ,,
cortes_Alpha,cortes,Alpha,교촌 After,2,0.01%,cortes cortes ,,
could_Alpha,could,Alpha,교촌 After,20,0.07%,could could could could could could could could could could could could could could could could could could could could ,,
couldn_Alpha,couldn,Alpha,교촌 After,2,0.01%,couldn couldn ,,
course_Alpha,course,Alpha,교촌 After,2,0.01%,course course ,,
cousin_Alpha,cousin,Alpha,교촌 After,2,0.01%,cousin cousin ,,
cow_Alpha,cow,Alpha,교촌 After,1,0.00%,cow ,,
cozinhar_Alpha,cozinhar,Alpha,교촌 After,2,0.01%,cozinhar cozinhar ,,
craved_Alpha,craved,Alpha,교촌 After,2,0.01%,craved craved ,,
craving_Alpha,craving,Alpha,교촌 After,4,0.01%,craving craving craving craving ,,
crazy_Alpha,crazy,Alpha,교촌 After,2,0.01%,crazy crazy ,,
credo_Alpha,credo,Alpha,교촌 After,2,0.01%,credo credo ,,
creer_Alpha,creer,Alpha,교촌 After,2,0.01%,creer creer ,,
crian_Alpha,crian,Alpha,교촌 After,2,0.01%,crian crian ,,
cripsy_Alpha,cripsy,Alpha,교촌 After,2,0.01%,cripsy cripsy ,,
crispiness_Alpha,crispiness,Alpha,교촌 After,2,0.01%,crispiness crispiness ,,
crispy_Alpha,crispy,Alpha,교촌 After,4,0.01%,crispy crispy crispy crispy ,,
crocante_Alpha,crocante,Alpha,교촌 After,4,0.01%,crocante crocante crocante crocante ,,
crujiente_Alpha,crujiente,Alpha,교촌 After,4,0.01%,crujiente crujiente crujiente crujiente ,,
crumbs_Alpha,crumbs,Alpha,교촌 After,2,0.01%,crumbs crumbs ,,
crunch_Alpha,crunch,Alpha,교촌 After,4,0.01%,crunch crunch crunch crunch ,,
crunchy_Alpha,crunchy,Alpha,교촌 After,6,0.02%,crunchy crunchy crunchy crunchy crunchy crunchy ,,
crush_Alpha,crush,Alpha,교촌 After,4,0.01%,crush crush crush crush ,,
cruz_Alpha,cruz,Alpha,교촌 After,1,0.00%,cruz ,,
cuahuey_Alpha,cuahuey,Alpha,교촌 After,1,0.00%,cuahuey ,,
cuando_Alpha,cuando,Alpha,교촌 After,4,0.01%,cuando cuando cuando cuando ,,
cuantos_Alpha,cuantos,Alpha,교촌 After,2,0.01%,cuantos cuantos ,,
cuarta_Alpha,cuarta,Alpha,교촌 After,2,0.01%,cuarta cuarta ,,
cuchar_Alpha,cuchar,Alpha,교촌 After,2,0.01%,cuchar cuchar ,,
cula_Alpha,cula,Alpha,교촌 After,2,0.01%,cula cula ,,
culinary_Alpha,culinary,Alpha,교촌 After,2,0.01%,culinary culinary ,,
cuma_Alpha,cuma,Alpha,교촌 After,2,0.01%,cuma cuma ,,
cunt_Alpha,cunt,Alpha,교촌 After,1,0.00%,cunt ,,
curious_Alpha,curious,Alpha,교촌 After,2,0.01%,curious curious ,,
curte_Alpha,curte,Alpha,교촌 After,2,0.01%,curte curte ,,
cut_Alpha,cut,Alpha,교촌 After,2,0.01%,cut cut ,,
cute_Alpha,cute,Alpha,교촌 After,72,0.25%,cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute ,,
cuteeee_Alpha,cuteeee,Alpha,교촌 After,4,0.01%,cuteeee cuteeee cuteeee cuteeee ,,
cuter_Alpha,cuter,Alpha,교촌 After,2,0.01%,cuter cuter ,,
cutest_Alpha,cutest,Alpha,교촌 After,4,0.01%,cutest cutest cutest cutest ,,
cutie_Alpha,cutie,Alpha,교촌 After,1,0.00%,cutie ,,
cutiebunny_Alpha,cutiebunny,Alpha,교촌 After,1,0.00%,cutiebunny ,,
cuties_Alpha,cuties,Alpha,교촌 After,2,0.01%,cuties cuties ,,
cutting_Alpha,cutting,Alpha,교촌 After,2,0.01%,cutting cutting ,,
cuz_Alpha,cuz,Alpha,교촌 After,2,0.01%,cuz cuz ,,
d_Alpha,d,Alpha,교촌 After,27,0.10%,d d d d d d d d d d d d d d d d d d d d d d d d d d d ,,
da_Alpha,da,Alpha,교촌 After,17,0.06%,da da da da da da da da da da da da da da da da da ,,
dabu_Alpha,dabu,Alpha,교촌 After,1,0.00%,dabu ,,
dah_Alpha,dah,Alpha,교촌 After,2,0.01%,dah dah ,,
dal_Alpha,dal,Alpha,교촌 After,2,0.01%,dal dal ,,
dame_Alpha,dame,Alpha,교촌 After,2,0.01%,dame dame ,,
damn_Alpha,damn,Alpha,교촌 After,4,0.01%,damn damn damn damn ,,
dan_Alpha,dan,Alpha,교촌 After,5,0.02%,dan dan dan dan dan ,,
dancinha_Alpha,dancinha,Alpha,교촌 After,2,0.01%,dancinha dancinha ,,
dangsin_Alpha,dangsin,Alpha,교촌 After,2,0.01%,dangsin dangsin ,,
dari_Alpha,dari,Alpha,교촌 After,2,0.01%,dari dari ,,
dark_Alpha,dark,Alpha,교촌 After,1,0.00%,dark ,,
das_Alpha,das,Alpha,교촌 After,2,0.01%,das das ,,
davis_Alpha,davis,Alpha,교촌 After,1,0.00%,davis ,,
day_Alpha,day,Alpha,교촌 After,15,0.05%,day day day day day day day day day day day day day day day ,,
days_Alpha,days,Alpha,교촌 After,18,0.06%,days days days days days days days days days days days days days days days days days days ,,
daza_Alpha,daza,Alpha,교촌 After,1,0.00%,daza ,,
ddd_Alpha,ddd,Alpha,교촌 After,2,0.01%,ddd ddd ,,
de_Alpha,de,Alpha,교촌 After,105,0.37%,de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de ,,
deber_Alpha,deber,Alpha,교촌 After,4,0.01%,deber deber deber deber ,,
decent_Alpha,decent,Alpha,교촌 After,4,0.01%,decent decent decent decent ,,
decrease_Alpha,decrease,Alpha,교촌 After,2,0.01%,decrease decrease ,,
deep_Alpha,deep,Alpha,교촌 After,2,0.01%,deep deep ,,
deia_Alpha,deia,Alpha,교촌 After,1,0.00%,deia ,,
deixar_Alpha,deixar,Alpha,교촌 After,2,0.01%,deixar deixar ,,
deixou_Alpha,deixou,Alpha,교촌 After,2,0.01%,deixou deixou ,,
del_Alpha,del,Alpha,교촌 After,13,0.05%,del del del del del del del del del del del del del ,,
dele_Alpha,dele,Alpha,교촌 After,2,0.01%,dele dele ,,
delgado_Alpha,delgado,Alpha,교촌 After,2,0.01%,delgado delgado ,,
delicia_Alpha,delicia,Alpha,교촌 After,2,0.01%,delicia delicia ,,
delicias_Alpha,delicias,Alpha,교촌 After,2,0.01%,delicias delicias ,,
deliciosa_Alpha,deliciosa,Alpha,교촌 After,2,0.01%,deliciosa deliciosa ,,
delicioso_Alpha,delicioso,Alpha,교촌 After,2,0.01%,delicioso delicioso ,,
delicious_Alpha,delicious,Alpha,교촌 After,24,0.08%,delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious delicious ,,
demais_Alpha,demais,Alpha,교촌 After,2,0.01%,demais demais ,,
demon_Alpha,demon,Alpha,교촌 After,2,0.01%,demon demon ,,
dent_Alpha,dent,Alpha,교촌 After,2,0.01%,dent dent ,,
deo_Alpha,deo,Alpha,교촌 After,24,0.08%,deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo deo ,,
deos_Alpha,deos,Alpha,교촌 After,8,0.03%,deos deos deos deos deos deos deos deos ,,
depois_Alpha,depois,Alpha,교촌 After,2,0.01%,depois depois ,,
derretido_Alpha,derretido,Alpha,교촌 After,2,0.01%,derretido derretido ,,
desaparece_Alpha,desaparece,Alpha,교촌 After,2,0.01%,desaparece desaparece ,,
desaparecer_Alpha,desaparecer,Alpha,교촌 After,2,0.01%,desaparecer desaparecer ,,
desarrollar_Alpha,desarrollar,Alpha,교촌 After,2,0.01%,desarrollar desarrollar ,,
desde_Alpha,desde,Alpha,교촌 After,6,0.02%,desde desde desde desde desde desde ,,
desee_Alpha,desee,Alpha,교촌 After,2,0.01%,desee desee ,,
desse_Alpha,desse,Alpha,교촌 After,6,0.02%,desse desse desse desse desse desse ,,
dessert_Alpha,dessert,Alpha,교촌 After,1,0.00%,dessert ,,
deu_Alpha,deu,Alpha,교촌 After,8,0.03%,deu deu deu deu deu deu deu deu ,,
deulamalel_Alpha,deulamalel,Alpha,교촌 After,2,0.01%,deulamalel deulamalel ,,
deus_Alpha,deus,Alpha,교촌 After,2,0.01%,deus deus ,,
deve_Alpha,deve,Alpha,교촌 After,4,0.01%,deve deve deve deve ,,
developed_Alpha,developed,Alpha,교촌 After,2,0.01%,developed developed ,,
deveria_Alpha,deveria,Alpha,교촌 After,2,0.01%,deveria deveria ,,
dez_Alpha,dez,Alpha,교촌 After,2,0.01%,dez dez ,,
di_Alpha,di,Alpha,교촌 After,7,0.02%,di di di di di di di ,,
did_Alpha,did,Alpha,교촌 After,4,0.01%,did did did did ,,
diet_Alpha,diet,Alpha,교촌 After,14,0.05%,diet diet diet diet diet diet diet diet diet diet diet diet diet diet ,,
dieta_Alpha,dieta,Alpha,교촌 After,2,0.01%,dieta dieta ,,
different_Alpha,different,Alpha,교촌 After,2,0.01%,different different ,,
difficult_Alpha,difficult,Alpha,교촌 After,2,0.01%,difficult difficult ,,
digesti_Alpha,digesti,Alpha,교촌 After,2,0.01%,digesti digesti ,,
digestive_Alpha,digestive,Alpha,교촌 After,2,0.01%,digestive digestive ,,
dimana_Alpha,dimana,Alpha,교촌 After,2,0.01%,dimana dimana ,,
dime_Alpha,dime,Alpha,교촌 After,2,0.01%,dime dime ,,
dinda_Alpha,dinda,Alpha,교촌 After,1,0.00%,dinda ,,
dinero_Alpha,dinero,Alpha,교촌 After,2,0.01%,dinero dinero ,,
dinheiro_Alpha,dinheiro,Alpha,교촌 After,2,0.01%,dinheiro dinheiro ,,
dio_Alpha,dio,Alpha,교촌 After,4,0.01%,dio dio dio dio ,,
dipped_Alpha,dipped,Alpha,교촌 After,2,0.01%,dipped dipped ,,
dips_Alpha,dips,Alpha,교촌 After,2,0.01%,dips dips ,,
direito_Alpha,direito,Alpha,교촌 After,2,0.01%,direito direito ,,
dis_Alpha,dis,Alpha,교촌 After,2,0.01%,dis dis ,,
disappear_Alpha,disappear,Alpha,교촌 After,2,0.01%,disappear disappear ,,
disappeared_Alpha,disappeared,Alpha,교촌 After,2,0.01%,disappeared disappeared ,,
discovered_Alpha,discovered,Alpha,교촌 After,2,0.01%,discovered discovered ,,
disfruta_Alpha,disfruta,Alpha,교촌 After,2,0.01%,disfruta disfruta ,,
disguised_Alpha,disguised,Alpha,교촌 After,2,0.01%,disguised disguised ,,
dish_Alpha,dish,Alpha,교촌 After,6,0.02%,dish dish dish dish dish dish ,,
dislikes_Alpha,dislikes,Alpha,교촌 After,2,0.01%,dislikes dislikes ,,
distract_Alpha,distract,Alpha,교촌 After,2,0.01%,distract distract ,,
dizer_Alpha,dizer,Alpha,교촌 After,4,0.01%,dizer dizer dizer dizer ,,
dj_Alpha,dj,Alpha,교촌 After,1,0.00%,dj ,,
do_Alpha,do,Alpha,교촌 After,50,0.18%,do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do ,,
doang_Alpha,doang,Alpha,교촌 After,4,0.01%,doang doang doang doang ,,
doce_Alpha,doce,Alpha,교촌 After,4,0.01%,doce doce doce doce ,,
docenas_Alpha,docenas,Alpha,교촌 After,2,0.01%,docenas docenas ,,
does_Alpha,does,Alpha,교촌 After,7,0.02%,does does does does does does does ,,
doesn_Alpha,doesn,Alpha,교촌 After,2,0.01%,doesn doesn ,,
dog_Alpha,dog,Alpha,교촌 After,2,0.01%,dog dog ,,
doggy_Alpha,doggy,Alpha,교촌 After,2,0.01%,doggy doggy ,,
dogs_Alpha,dogs,Alpha,교촌 After,2,0.01%,dogs dogs ,,
doi_Alpha,doi,Alpha,교촌 After,1,0.00%,doi ,,
doing_Alpha,doing,Alpha,교촌 After,10,0.04%,doing doing doing doing doing doing doing doing doing doing ,,
dolor_Alpha,dolor,Alpha,교촌 After,2,0.01%,dolor dolor ,,
don_Alpha,don,Alpha,교촌 After,20,0.07%,don don don don don don don don don don don don don don don don don don don don ,,
done_Alpha,done,Alpha,교촌 After,2,0.01%,done done ,,
dong_Alpha,dong,Alpha,교촌 After,8,0.03%,dong dong dong dong dong dong dong dong ,,
donplin_Alpha,donplin,Alpha,교촌 After,2,0.01%,donplin donplin ,,
dont_Alpha,dont,Alpha,교촌 After,4,0.01%,dont dont dont dont ,,
dor_Alpha,dor,Alpha,교촌 After,4,0.01%,dor dor dor dor ,,
dora_Alpha,dora,Alpha,교촌 After,1,0.00%,dora ,,
dormir_Alpha,dormir,Alpha,교촌 After,2,0.01%,dormir dormir ,,
dos_Alpha,dos,Alpha,교촌 After,2,0.01%,dos dos ,,
dosent_Alpha,dosent,Alpha,교촌 After,2,0.01%,dosent dosent ,,
down_Alpha,down,Alpha,교촌 After,6,0.02%,down down down down down down ,,
download_Alpha,download,Alpha,교촌 After,2,0.01%,download download ,,
dpossberg_Alpha,dpossberg,Alpha,교촌 After,1,0.00%,dpossberg ,,
drama_Alpha,drama,Alpha,교촌 After,2,0.01%,drama drama ,,
dream_Alpha,dream,Alpha,교촌 After,3,0.01%,dream dream dream ,,
dressa_Alpha,dressa,Alpha,교촌 After,1,0.00%,dressa ,,
drink_Alpha,drink,Alpha,교촌 After,2,0.01%,drink drink ,,
drinking_Alpha,drinking,Alpha,교촌 After,2,0.01%,drinking drinking ,,
drinks_Alpha,drinks,Alpha,교촌 After,4,0.01%,drinks drinks drinks drinks ,,
dripping_Alpha,dripping,Alpha,교촌 After,2,0.01%,dripping dripping ,,
dris_Alpha,dris,Alpha,교촌 After,1,0.00%,dris ,,
drooling_Alpha,drooling,Alpha,교촌 After,6,0.02%,drooling drooling drooling drooling drooling drooling ,,
dropped_Alpha,dropped,Alpha,교촌 After,2,0.01%,dropped dropped ,,
du_Alpha,du,Alpha,교촌 After,4,0.01%,du du du du ,,
duas_Alpha,duas,Alpha,교촌 After,2,0.01%,duas duas ,,
dubai_Alpha,dubai,Alpha,교촌 After,2,0.01%,dubai dubai ,,
dublado_Alpha,dublado,Alpha,교촌 After,2,0.01%,dublado dublado ,,
dude_Alpha,dude,Alpha,교촌 After,2,0.01%,dude dude ,,
duele_Alpha,duele,Alpha,교촌 After,2,0.01%,duele duele ,,
dunno_Alpha,dunno,Alpha,교촌 After,6,0.02%,dunno dunno dunno dunno dunno dunno ,,
duong_Alpha,duong,Alpha,교촌 After,1,0.00%,duong ,,
durmiendo_Alpha,durmiendo,Alpha,교촌 After,2,0.01%,durmiendo durmiendo ,,
dwi_Alpha,dwi,Alpha,교촌 After,1,0.00%,dwi ,,
dying_Alpha,dying,Alpha,교촌 After,4,0.01%,dying dying dying dying ,,
e_Alpha,e,Alpha,교촌 After,34,0.12%,e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e ,,
earns_Alpha,earns,Alpha,교촌 After,4,0.01%,earns earns earns earns ,,
ears_Alpha,ears,Alpha,교촌 After,6,0.02%,ears ears ears ears ears ears ,,
eat_Alpha,eat,Alpha,교촌 After,120,0.42%,eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat eat ,,
eaten_Alpha,eaten,Alpha,교촌 After,4,0.01%,eaten eaten eaten eaten ,,
eater_Alpha,eater,Alpha,교촌 After,4,0.01%,eater eater eater eater ,,
eating_Alpha,eating,Alpha,교촌 After,86,0.30%,eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating eating ,,
eats_Alpha,eats,Alpha,교촌 After,8,0.03%,eats eats eats eats eats eats eats eats ,,
ebi_Alpha,ebi,Alpha,교촌 After,1,0.00%,ebi ,,
eche_Alpha,eche,Alpha,교촌 After,2,0.01%,eche eche ,,
ecstasy_Alpha,ecstasy,Alpha,교촌 After,2,0.01%,ecstasy ecstasy ,,
edi_Alpha,edi,Alpha,교촌 After,1,0.00%,edi ,,
edit_Alpha,edit,Alpha,교촌 After,2,0.01%,edit edit ,,
edited_Alpha,edited,Alpha,교촌 After,49,0.17%,edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited edited ,,
eh_Alpha,eh,Alpha,교촌 After,4,0.01%,eh eh eh eh ,,
ekiyor_Alpha,ekiyor,Alpha,교촌 After,2,0.01%,ekiyor ekiyor ,,
el_Alpha,el,Alpha,교촌 After,21,0.07%,el el el el el el el el el el el el el el el el el el el el el ,,
ele_Alpha,ele,Alpha,교촌 After,26,0.09%,ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ele ,,
eleri_Alpha,eleri,Alpha,교촌 After,2,0.01%,eleri eleri ,,
eles_Alpha,eles,Alpha,교촌 After,6,0.02%,eles eles eles eles eles eles ,,
elf_Alpha,elf,Alpha,교촌 After,2,0.01%,elf elf ,,
elin_Alpha,elin,Alpha,교촌 After,1,0.00%,elin ,,
elini_Alpha,elini,Alpha,교촌 After,2,0.01%,elini elini ,,
elkoley_Alpha,elkoley,Alpha,교촌 After,1,0.00%,elkoley ,,
else_Alpha,else,Alpha,교촌 After,6,0.02%,else else else else else else ,,
elu_Alpha,elu,Alpha,교촌 After,2,0.01%,elu elu ,,
em_Alpha,em,Alpha,교촌 After,8,0.03%,em em em em em em em em ,,
emma_Alpha,emma,Alpha,교촌 After,1,0.00%,emma ,,
emoji_Alpha,emoji,Alpha,교촌 After,2,0.01%,emoji emoji ,,
en_Alpha,en,Alpha,교촌 After,16,0.06%,en en en en en en en en en en en en en en en en ,,
enak_Alpha,enak,Alpha,교촌 After,2,0.01%,enak enak ,,
enamorada_Alpha,enamorada,Alpha,교촌 After,2,0.01%,enamorada enamorada ,,
encanta_Alpha,encanta,Alpha,교촌 After,4,0.01%,encanta encanta encanta encanta ,,
encantan_Alpha,encantan,Alpha,교촌 After,6,0.02%,encantan encantan encantan encantan encantan encantan ,,
end_Alpha,end,Alpha,교촌 After,6,0.02%,end end end end end end ,,
endearing_Alpha,endearing,Alpha,교촌 After,2,0.01%,endearing endearing ,,
energy_Alpha,energy,Alpha,교촌 After,2,0.01%,energy energy ,,
enfia_Alpha,enfia,Alpha,교촌 After,2,0.01%,enfia enfia ,,
engga_Alpha,engga,Alpha,교촌 After,2,0.01%,engga engga ,,
english_Alpha,english,Alpha,교촌 After,6,0.02%,english english english english english english ,,
engorda_Alpha,engorda,Alpha,교촌 After,6,0.02%,engorda engorda engorda engorda engorda engorda ,,
engordar_Alpha,engordar,Alpha,교촌 After,6,0.02%,engordar engordar engordar engordar engordar engordar ,,
engordo_Alpha,engordo,Alpha,교촌 After,2,0.01%,engordo engordo ,,
engra_Alpha,engra,Alpha,교촌 After,2,0.01%,engra engra ,,
engulfing_Alpha,engulfing,Alpha,교촌 After,2,0.01%,engulfing engulfing ,,
enjoyed_Alpha,enjoyed,Alpha,교촌 After,2,0.01%,enjoyed enjoyed ,,
enjoying_Alpha,enjoying,Alpha,교촌 After,6,0.02%,enjoying enjoying enjoying enjoying enjoying enjoying ,,
enjoys_Alpha,enjoys,Alpha,교촌 After,2,0.01%,enjoys enjoys ,,
entende_Alpha,entende,Alpha,교촌 After,2,0.01%,entende entende ,,
entendendo_Alpha,entendendo,Alpha,교촌 After,2,0.01%,entendendo entendendo ,,
entender_Alpha,entender,Alpha,교촌 After,2,0.01%,entender entender ,,
entendo_Alpha,entendo,Alpha,교촌 After,2,0.01%,entendo entendo ,,
entera_Alpha,entera,Alpha,교촌 After,2,0.01%,entera entera ,,
enthusiast_Alpha,enthusiast,Alpha,교촌 After,2,0.01%,enthusiast enthusiast ,,
entiendas_Alpha,entiendas,Alpha,교촌 After,2,0.01%,entiendas entiendas ,,
entire_Alpha,entire,Alpha,교촌 After,2,0.01%,entire entire ,,
entre_Alpha,entre,Alpha,교촌 After,2,0.01%,entre entre ,,
envy_Alpha,envy,Alpha,교촌 After,2,0.01%,envy envy ,,
epic_Alpha,epic,Alpha,교촌 After,2,0.01%,epic epic ,,
era_Alpha,era,Alpha,교촌 After,4,0.01%,era era era era ,,
es_Alpha,es,Alpha,교촌 After,20,0.07%,es es es es es es es es es es es es es es es es es es es es ,,
esa_Alpha,esa,Alpha,교촌 After,2,0.01%,esa esa ,,
esas_Alpha,esas,Alpha,교촌 After,2,0.01%,esas esas ,,
escena_Alpha,escena,Alpha,교촌 After,2,0.01%,escena escena ,,
escuchar_Alpha,escuchar,Alpha,교촌 After,2,0.01%,escuchar escuchar ,,
ese_Alpha,ese,Alpha,교촌 After,8,0.03%,ese ese ese ese ese ese ese ese ,,
eso_Alpha,eso,Alpha,교촌 After,6,0.02%,eso eso eso eso eso eso ,,
espa_Alpha,espa,Alpha,교촌 After,8,0.03%,espa espa espa espa espa espa espa espa ,,
especially_Alpha,especially,Alpha,교촌 After,2,0.01%,especially especially ,,
essa_Alpha,essa,Alpha,교촌 After,4,0.01%,essa essa essa essa ,,
